companyLabel,countryLabel,shipsBuilt,avgLength,latestYear,coordinates
Rowhedge Ironworks,Великобритания,4,55.1,1956,Point(0.94881833 51.85788167)
Schiffswerft Hermann Barthel,Германия,4,26.7425,2015,Point(11.995 52.417222222)
John Laird,,4,64,1845,
Kalundborg Skibsværft,Дания,4,47.5,1919,Point(11.097972 55.680639)
Lehtoniemi,Финляндия,4,27.705,1924,Point(27.88333333 62.29861111)
Nüscke & Co.,Польша,4,66.8825,1924,Point(14.555277777 53.424722222)
Nüscke & Co.,Германия,4,66.8825,1924,Point(14.555277777 53.424722222)
Q10417437,Швеция,4,90.41,1985,
Estaleiro Ilha,Бразилия,4,214.46666666666666666667,2015,
Walsh Island Dockyard and Engineering Works,Австралия,4,0,1921,Point(151.75 -32.916666666)
Strategic Marine,Мексика,4,53.75,2019,Point(115.781 -32.169)
Nyköpings Mekaniska Verkstad,Швеция,4,0,,
Puget Sound Bridge and Dredging Company,США,4,95.86,,Point(-122.33 47.605)
Modest Infrastructure,Индия,4,67.02,2010,
Lödöse Varv AB,Швеция,4,76.005,1978,Point(12.160024109 58.027879105)
Karachi Shipyard,Пакистан,4,156.55,1974,Point(67.01 24.86)
Kaiser Ventures,США,4,0,,
James O. Curtis,,4,0,,
Jackson and Sharp Company,США,4,0,,
Gulf Craft,Объединённые Арабские Эмираты,4,62.48,,Point(55.479722222 25.399444444)
Dialogue & Company,США,4,0,,Point(-75.13164 39.93909)
"Birely, Hillman & Streaker",,4,62,,Point(-75.1224 39.9815)
A. Leslie and Company,Великобритания,4,260.5,,Point(-1.5128 54.9718)
Воронежское адмиралтейство,,4,0,,
Cantiere Pattison,,4,89.15,1930,
Astilleros y Talleres del Noroeste,Испания,4,224.87,1997,Point(-8.179925 43.475686)
Sieghold-Werft,Германия,4,37.53,1977,Point(8.583333333 53.55)
Q2235336,Германия,4,25.815,1997,Point(12.0635 51.8571)
Rheinwerft Walsum,Германия,4,59.75,1974,Point(6.761111111 51.432222222)
Neckarwerft,Германия,4,80.5,1959,Point(9.2175 49.19)
Воткинский завод,Россия,4,0,,Point(53.985166666 57.051444444)
Ulstein Group,Норвегия,4,113.5,2019,Point(5.824 62.34091667)
Карлин,Чехия,4,44.14,,Point(14.44528 50.09194)
John Blumer and Company,Великобритания,4,99.65,1889,
Jacobs-Werft,,4,26.825,1909,
Electric Boat,США,4,0,1942,Point(-72.0761998 41.3501598)
Schweers Werft,Германия,4,24.96666666666666666667,1967,Point(8.483333333 53.183333333)
Euskalduna,Испания,4,111.65,1964,Point(-2.935 43.263055555)
John Cockerill,Бельгия,4,170.5,,Point(5.5122 50.5986)
Фридрих Крупп АГ,Германия,4,59.77,1931,Point(16.103611111 47.942777777)
Кралевица,Хорватия,4,67.5,2008,Point(14.56826 45.27413)
Daewoo,Республика Корея,4,331.74,2011,Point(126.99 37.56)
Cantieri del Mediterraneo,Италия,4,96.05,,Point(14.248611111 40.835833333)
Oto Melara,Италия,4,183.13,,Point(9.828880555 44.108044444)
Hellenic Shipyards,Греция,4,141,2005,Point(23.6 38.01)
Larsen & Toubro,Индия,4,144.1625,2016,Point(72.8775 19.075833333)
Babcock International,Великобритания,4,184.75,2020,Point(-0.1275 51.507222222)
Oseberg Viking Heritage Foundation,Норвегия,4,21.11,2018,Point(10.423611111 59.298055555)
Ateliers et chantiers de Nantes,Франция,4,102,1969,Point(-1.553888888 47.217222222)
Q84362563,Китай,4,22.84666666666666666667,,
Estaleiros Navais de São Jacinto,Португалия,4,41.35,1995,
Иранские военно-морские верфи,Иран,4,95,2023,Point(56.211777777 27.146944444)
Guangzhou Shipyard,Китай,4,0,,Point(113.26 23.13)
Southern Ocean Marine (NZL),Новая Зеландия,4,39.14,2011,
Arnhemsche Stoomsleephelling Maatschappij,Нидерланды,4,50.7875,1975,Point(5.916666666 51.983333333)
Astilleros y Construcciones,Испания,4,105,1981,Point(-7.294166666 43.213333333)
Marietta Manufacturing Company,США,4,0,1941,
Stahlbau Nord,Германия,4,78,2022,Point(8.583333333 53.55)
De Haan & Oerlemans,Нидерланды,4,76.84,1956,Point(5.14537811 51.736522)
Астраханская судоверфь,Россия,4,32.925,1993,Point(48.035 46.35)
Terneuzense Scheepsbouw Maatschappij,Нидерланды,4,75.17,1963,Point(3.833888888 51.293055555)
China Merchants Heavy Industry,Китай,4,217.5,2023,
Dae Sun Shipbuilding,Республика Корея,4,167.83333333333333333333,2022,Point(129.046666666 35.096277777)
Th. J. Fikkers,Нидерланды,4,48.8,1960,Point(6.726289 53.169026)
New Times Shipbuilding,Китай,4,257.9,2011,Point(120.2547 32.00582)
Globe Iron Works,США,4,294.5,1889,
Scheepswerf Gebr. Coops,Нидерланды,4,59.3175,1982,Point(6.7533 53.1572)
Norrköpings Varv & Verkstad,Швеция,4,96.0725,1959,Point(16.149318388 58.579331104)
Q137647902,Великобритания,4,61.50333333333333333333,1985,Point(0.961075 51.853803)
Калькутта,Индия,4,0,1811,Point(88.37 22.5675)
Рига,Латвия,4,0,,Point(24.106944444 56.9475)
Бристоль,Великобритания,4,0,1794,Point(-2.5975 51.453611111)
Великобритания,Великобритания,4,31,1866,Point(-2.0 54.6)
Николаев,Украина,4,184,1992,Point(31.995 46.975)
Thomas Kemp,,3,0,1813,
Q62063411,Китай,3,87.91,2018,Point(115.55391 29.8518)
Milford Haven Shipbuilding,,3,0,1884,Point(-4.9399 51.69222)
Халич (верфь),Турция,3,64.14666666666666666667,1986,Point(28.9672356 41.0273781)
Robin Shipyard,Сингапур,3,60.3,1984,
Leirvik Sveis,Норвегия,3,29.885,1970,Point(5.5 59.783333333)
Volda Mekaniske Verksted,Норвегия,3,52.34,1979,Point(6.0718213 62.1419565)
Maritime Sveiseindustri,Норвегия,3,45.05333333333333333333,1979,Point(5.578888888 62.260833333)
Skjervøy Skipsverft,Норвегия,3,32.7,1982,Point(20.9691712 70.0298081)
H & E Nordtveit Skipsbyggeri,Норвегия,3,38,1987,Point(5.7351181 60.0998953)
Båtbygg AS,Норвегия,3,62.84666666666666666667,2020,Point(5.1384664 61.970913)
Ateliers et Chantiers de La Rochelle-Pallice,Франция,3,85.94333333333333333333,1973,Point(-1.151388888 46.159444444)
Oelkers-Werft,Германия,3,30.1,1955,Point(9.970258 53.51435)
Oelkers-Werft,Германский рейх,3,30.1,1955,Point(9.970258 53.51435)
Sanuki,Япония,3,68.26,2001,Point(133.672693 34.222468)
Irvine’s Shipbuilding & Dry Docks Company,Великобритания,3,103.6,1911,
Mondomarine,Италия,3,49.78333333333333333333,2017,
Hodgdon Shipbuilding,,3,48.8,1924,
Thomas Bilbe,,3,0,,
Denizcilik Bankası,Турция,3,107.81,1985,Point(28.960277777 41.01)
Абовская верфь,Швеция,3,0,1852,Point(22.266944444 60.451666666)
Абовская верфь,Российская империя,3,0,1852,Point(22.266944444 60.451666666)
Lidwall & Söner,Швеция,3,0,1973,
Q19904469,,3,43.66333333333333333333,2014,Point(11.607602147 57.941835258)
Q19889154,,3,22.16666666666666666667,1909,Point(12.578609263 56.151002321)
Pusnes Mekaniske Verksted,Норвегия,3,66.21333333333333333333,1957,
Koninklijke Schelde Groep,Нидерланды,3,123.86666666666666666667,1996,Point(3.57361 51.4425)
Lake Union Dry Dock Company,США,3,134,1938,Point(-122.33 47.605)
Herd & McKenzie Shipbuilders,Великобритания,3,38.7,1997,Point(-2.9825 57.675555555)
Павловская верфь,,3,0,,
JMV Industries,Франция,3,0,2006,
Bethlehem Atlantic Works,США,3,0,,Point(-71.03523056 42.36440833)
Giurgiu shipyard,,3,133.66666666666666666667,2010,
"Vakarų laivų gamykla, AB",Литва,3,84.34,2010,Point(21.135 55.7125)
Frantz Hohlenberg,,3,0,1808,
Seutelvens verksted,Норвегия,3,60.18333333333333333333,1968,
Ishikawajima do Brasil Estaleiros,Бразилия,3,168.26666666666666666667,1991,Point(-43.1749 -22.8967)
Arsenal do Alfeite,Португалия,3,48.38333333333333333333,2022,Point(-9.14519 38.663859)
Polish Navy Shipyard,Польша,3,0,,Point(18.53333333 54.54111111)
William R. Trigg Company,США,3,0,,Point(-77.4225 37.5265)
Vosper & Company,Великобритания,3,0,,Point(-1.087222222 50.805833333)
Vigor Marine Group,США,3,110.13333333333333333333,2018,Point(-122.666666666 45.516666666)
Todd Pacific Shipyards,США,3,134.6,1944,Point(-74.006111111 40.712777777)
Servicios Industriales de la Marina,Перу,3,0,,Point(-77.139166666 -12.052222222)
Peter Pett,,3,0,1652,
Paul Curtis,,3,68,,
North Van Ship Repair,Канада,3,54.9,1950,Point(-123.0768 49.3076)
Morrison & Sinclair,Австралия,3,0,1910,Point(151.186 -33.8468)
Malaysia Marine and Heavy Engineering,Малайзия,3,151.6,1999,Point(101.695277777 3.147777777)
Luke & Co,Великобритания,3,12.03333333333333333333,,Point(-1.32432 50.85966)
Lars Halvorsen and Sons,,3,0,,Point(151.21 -33.867777777)
John Macgregor,,3,0,,
Джеймс Хэкетт,,3,0,1798,
China Shipping Group,Китай,3,244.95,2017,Point(121.469166666 31.232222222)
Henrik Gerner,,3,0,1787,
Hans Ditlev Bendixsen,,3,47.5,,
Crescent Shipyard,США,3,0,,Point(-74.1885 40.645)
Charles Ward Engineering Works,США,3,0,,
BAE Systems Surface Fleet Solutions,Великобритания,3,152.26666666666666666667,2010,
BAE Systems Marine,Великобритания,3,182.76666666666666666667,2004,Point(-4.34815 55.8782)
BAE Systems Australia,Австралия,3,104.72333333333333333333,2013,Point(138.617 -34.7)
Ananda Shipyard and Shipways,Бангладеш,3,80.85333333333333333333,2015,
San Francisco Naval Shipyard,США,3,0,,Point(-122.369 37.7256)
Невский судостроительно-судоремонтный завод,Россия,3,140.5,2021,Point(31.034722222 59.945)
Коломенский завод,Россия,3,196.83333333333333333333,,Point(38.783333333 55.083333333)
Икорецкая верфь,,3,0,,
"Дин, Энтони (старший)",,3,0,1673,
ST Engineering,Сингапур,3,161,2011,Point(103.8 1.3)
Cherbourg Naval Base,Франция,3,66.895,,Point(-1.63416667 49.6525)
Henry Koch shipyard,Германия,3,118.14,1915,Point(10.686388888 53.869722222)
Сондерс-Ро,Великобритания,3,0,,Point(-1.286522222 50.757077777)
Laird Brothers,Соединённое королевство Великобритании и Ирландии,3,75.9,1896,Point(-3.010869 53.387951)
H. Rancke,Германия,3,41.69666666666666666667,1964,Point(10.0 53.55)
Messageries Maritimes,Франция,3,140.2,,Point(2.352222222 48.856666666)
China State Shipbuilding Corporation,Китай,3,0,,Point(121.485 31.2331)
Meidericher Schiffswerft,Германия,3,55.86666666666666666667,,Point(6.761111111 51.432222222)
August Pahl,Германия,3,92.66,1964,Point(10.0 53.55)
Amsterdamsche Droogdok Maatschappij,Нидерланды,3,104.44333333333333333333,1954,Point(4.91614848 52.382364)
Ла-Сьота,Франция,3,285.5,1978,Point(5.608055555 43.176111111)
Ла-Сейн-сюр-Мер,Франция,3,0,,Point(5.878333333 43.103055555)
Parsons Marine Steam Turbine Company,Великобритания,3,100.28,1935,Point(-1.613333333 54.977777777)
Британская Ост-Индская компания,Соединённое королевство Великобритании и Ирландии,3,0,1824,Point(-0.1275 51.507222222)
Hitachi,Япония,3,150.9,1962,Point(139.765944444 35.681472222)
Boeing,США,3,24,1978,Point(-87.627777777 41.881944444)
Zhonghua Shipyard,Китай,3,102.01,1984,Point(121.469166666 31.232222222)
Schneider et Cie,Франция,3,0,,Point(4.440277777 46.800555555)
Dopravní podnik města Brna,Чехия,3,20.3,1957,Point(16.608333333 49.195277777)
Thales,Франция,3,280,2020,Point(2.240277777 48.8075)
BAE Systems,Великобритания,3,176.73333333333333333333,2007,Point(0.502388 51.707783)
Sulzer,Швейцария,3,40.7,,Point(8.72671 47.4992)
Siemens-Schuckertwerke,Германия,3,13,,Point(11.011933001 49.591055421)
Helsinki Shipyard,Финляндия,3,0,2023,Point(24.9375 60.170833333)
Jabez Bayley,,3,0,1804,
H. Parry & Son,Португалия,3,41.93333333333333333333,1908,Point(-9.146284 38.686597)
Larvik Slip & Verksted,Норвегия,3,0,1924,
Q86838057,Нидерланды,3,90.16,,
Düzgit,,3,107.93666666666666666667,2014,Point(29.046666666 41.173333333)
"John Duthie, Sons and Company",Великобритания,3,0,1902,
Q95477088,Франция,3,0,1897,
Obadiah Ayles,,3,0,1804,
Holen mek. Verksted,Норвегия,3,24.33333333333333333333,1994,Point(6.188888888 62.437222222)
Masa Yards,Финляндия,3,185.51,1991,
Q105872374,Германия,3,26.125,,
Hong Ha Shipbuilding Company,Вьетнам,3,87.24666666666666666667,2010,Point(106.666666666 20.8)
Bordelon Marine,США,3,75.15,2015,Point(-90.53925 29.64605)
Q109248288,Португалия,3,49.15,1766,Point(-8.651251944 41.147911944)
Континентальная армия,Тринадцать колоний,3,0,1776,
Континентальная армия,США,3,0,1776,
Q112623574,Португалия,3,58.28333333333333333333,2014,Point(-8.686345 40.635804)
Scheepswerf Kerstholt,Нидерланды,3,61.71666666666666666667,1964,Point(6.583039 53.233581)
Damen Shipyards Antalya,Турция,3,36.5,2021,Point(30.605571 36.840424)
Taşkızak Naval Shipyard,Турция,3,99.56,,Point(28.96092 41.03388)
Società Esercizio Cantieri,Италия,3,177.26033333333333333333,2004,Point(10.243055555 43.858722222)
LaShip,США,3,100.796,2013,Point(-90.701944444 29.547777777)
Olkiluoto shipyard,Финляндия,3,54,1995,Point(21.488318345 61.246649758)
Tehnomont Brodogradilište Pula,Хорватия,3,33.83,2017,Point(13.823006 44.863822)
North American Fabricators,США,3,79.0956,2005,Point(-90.7005 29.569833333)
Scheepswerf Gideon v/h J. Koster Hzn.,Нидерланды,3,76.33,1954,Point(6.604795 53.20052)
Scheepswerf Van Goor,Нидерланды,3,51.90666666666666666667,1982,Point(5.037838 52.459888)
Estaleiros Mónica,Португалия,3,48.45,,Point(-8.716666666 40.633333333)
Austal Philippines,Филиппины,3,118,2021,Point(123.68876 10.462525)
C. van der Giessen & Zonen's Scheepswerven,,3,149.06666666666666666667,1951,
Groot & Van Vliet,Нидерланды,3,55.81,1959,Point(4.6061 51.8839)
Q136647792,Канада,3,23,2012,
Санкт-Петербург,Россия,3,0,,Point(30.316666666 59.95)
Филадельфия,США,3,91.27,1798,Point(-75.163611111 39.952777777)
Нант,Франция,3,0,1744,Point(-1.553888888 47.217222222)
Хельсингёр,Дания,3,129,2007,Point(12.6106 56.036)
Нидерланды,Королевство Нидерландов,3,0,1857,Point(5.55 52.316666666)
